pool,project,symbol,chain,tvlUsd,apy,apyBase,apyReward,apyMean30d,sigma,mu,stablecoin,ilRisk,exposure,outlier,prediction_class,prediction_prob_pct,poolMeta
f26c1104-f827-424e-98c7-a977fa0f7a9a,gmx-v2-perps,WBTC.B-USDC,Arbitrum,120539,15.28146,15.28146,,12.44658,0.57321,19.6409,False,yes,multi,False,Stable/Up,84.0,
13cad5d6-089b-48ac-b5fc-89e17f372f55,curve-llamalend,CRVUSD,Arbitrum,120418,0.6163,0.6163,0.0,4.13082,0.34941,12.97743,True,no,single,False,Stable/Up,79.0,asdCRV collateral
ded8d9ac-28ef-4be2-b36b-097e84636135,uniswap-v4,ETH-WSTETH,Arbitrum,120279,0.0,0.0,,0.0,0.0,0.0,False,no,multi,False,,,0.03%
7551ff59-180f-411e-b84a-e1a0b09172b5,stake-dao,CRVUSD,Arbitrum,119510,8.08108,2.104,5.97708,7.97453,0.10231,8.04779,True,no,single,False,Stable/Up,53.0,Curve LlamaLend WETH
2d4ca6f7-b980-49df-b32e-91f613ae9e09,uniswap-v3,WETH-USDC,Arbitrum,119352,1.52905,1.52905,,6.51513,1.365,36.07055,False,yes,multi,True,Stable/Up,69.0,0.01%
ad4fc370-78de-4203-9146-d7545a3f895f,camelot-v3,PENDLE-WETH,Arbitrum,118916,85.10322,85.10322,,42.44964,1.95992,63.33231,False,yes,multi,True,Down,59.0,
a0693abd-1c27-422c-b42f-6234e3c45238,uniswap-v3,USDC-AAVE,Arbitrum,117751,13.29155,13.29155,,24.82579,0.29862,1.2105,False,yes,multi,False,Down,92.0,0.3%
b6d41555-60e5-485f-9629-ae292c563a5d,aave-v3,LUSD,Arbitrum,117428,1.00133,1.00133,,1.06843,0.19764,4.18143,True,no,single,False,Stable/Up,73.0,
89e75e9c-9918-4dc1-86eb-c649ce32a9d2,silo-v2,SUSDX,Arbitrum,117351,0.0,0.0,,0.0,0.0,0.0,True,no,single,False,,,127
3deb0226-e667-412d-a788-2d1dc50a3711,uniswap-v4,ETH-LINK,Arbitrum,115074,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
c4adc23f-1e5b-4889-8488-57481d98bfb5,curve-dex,FETH-XETH-WETH,Arbitrum,114984,0.21214,0.21,0.00214,0.36506,1.50252,14.35547,False,no,multi,False,Stable/Up,76.0,
877ad94d-4acd-4e19-8ebd-aa1575d08d00,deltaprime,WETH,Arbitrum,113025,0.02768,0.02768,,0.25977,0.34426,5.23126,False,no,single,False,Stable/Up,76.0,
fcdc7370-8607-4421-872e-c22166b11663,gmx-v2-perps,WBTC.B-USDC,Arbitrum,112476,8.77018,8.77018,,13.89202,0.38497,10.4913,False,yes,multi,False,Stable/Up,73.0,
bb832f3a-6404-486d-bbfe-475a2f72a886,uniswap-v3,USDS-USDC.E,Arbitrum,110784,0.07543,0.07543,,0.76039,0.14009,1.06109,True,no,multi,False,Stable/Up,56.99999999999999,0.05%
37115708-79b0-485b-942d-661e0a64b137,uniswap-v3,WETH-ZPC,Arbitrum,109616,0.0,0.0,,0.01768,1.25416,4.97269,False,yes,multi,False,,,1%
3966145f-dc53-4ad8-b6e2-3eb5ad367e37,compound-v3,ARB,Arbitrum,109504,0.0,,,0.0,0.0,0.0,False,no,single,False,,,USDC-pool
090fc2f2-2372-4357-942b-360df048d3d6,gmx-v2-perps,SOL-SOL,Arbitrum,109404,7.96147,7.96147,,2.66729,0.33402,6.97077,False,no,multi,False,Down,68.0,
2530fd31-5d1b-4793-b36f-96e4fbaed235,curve-llamalend,ASDCRV,Arbitrum,108779,0.0,,,0.0,0.0,0.0,False,no,single,False,,,crvUSD borrow
90b42cdd-00b1-4ae3-a9b0-7058fe264408,beefy,WETH-USDT0,Arbitrum,108363,18.94737,,,24.98055,1.39404,50.31913,False,yes,multi,True,Stable/Up,83.0,Pancakeswap
292673f0-42de-4073-b128-1382a4d19e25,uniswap-v3,LAVA-WETH,Arbitrum,107710,0.00032,0.00032,,0.00058,0.62195,5.6732,False,yes,multi,False,Down,52.0,0.05%
ad98abba-0691-4392-a1a5-3a3eaefc78cb,uniswap-v3,DAI-USDT,Arbitrum,107311,4.94514,4.94514,,4.10308,0.42883,9.28046,True,no,multi,False,Stable/Up,63.0,0.01%
3ad39911-5e1a-4b3f-8601-c8ccfccffff7,camelot-v3,USDC-DAI,Arbitrum,107306,2.45197,2.45197,,1.303,0.25693,5.6244,True,no,multi,False,Stable/Up,75.0,
e92a6af8-146a-401c-bd0d-a0c50f092ef8,fluid-lending,WSTETH,Arbitrum,106713,0.01,0.01,,0.0109,0.00113,0.01608,False,no,single,False,Stable/Up,69.0,
c4f27457-0d3d-4f6d-8c3e-eb1a0e6e91b8,uniswap-v3,PENDLE-WETH,Arbitrum,106342,21.33256,21.33256,,36.29984,1.47219,50.58845,False,yes,multi,True,Stable/Up,85.0,0.05%
727893f3-65e4-46e9-bf80-dae2549317e3,synapse,NETH-WETH,Arbitrum,106073,0.0,,,0.0,0.1756,5.73412,False,no,multi,False,,,
cf9344de-1e51-4a17-8cfb-c47a765f3346,morpho-blue,MUX-V3SENIORTRANCHESUSDE,Arbitrum,105638,1e-05,1e-05,0.0,1e-05,0.0,1e-05,False,yes,multi,False,Stable/Up,50.5,
05c03fa1-aa11-40d7-b617-99f010e879c5,curve-dex,CRVUSD-USDC.E,Arbitrum,104851,3.54815,0.35,3.19815,2.76797,0.20937,6.34984,True,no,multi,False,Stable/Up,67.0,
11f4f3ae-021f-4d85-9c83-2b9c5cb7a51e,camelot-v2,WETH-EQB,Arbitrum,104689,0.0,0.0,0.0,0.55106,0.5276,5.97176,False,yes,multi,False,,,
fc839036-4ef2-42c7-860c-7f6349b84293,uniswap-v3,WETH-KRL,Arbitrum,103364,0.0,0.0,,0.34842,0.05989,0.52144,False,yes,multi,False,,,0.3%
bdd318d9-d4f8-45f8-8146-895c451eb16a,wombat-exchange,LP-USDC,Arbitrum,103113,0.34951,0.19005,0.15946,0.28375,0.11666,1.84224,False,yes,multi,False,Down,51.0,
9d25d4e3-474c-4099-b77b-ff71f09395a2,uniswap-v4,ETH-ETHFI,Arbitrum,102933,0.0,0.0,,0.0,0.0,0.0,False,no,multi,False,,,1.00%
051b6d88-bba8-4cd6-8a34-c6164471780b,morpho-blue,MUX-V3SENIORTRANCHESUSDC,Arbitrum,102889,0.0,0.0,0.0,0.0,0.0,0.0,False,yes,multi,False,,,
5b778e69-bfb8-4665-8e1d-37ccc9015fe3,morpho-blue,EDGEUSDC,Arbitrum,102162,3.45866,3.45866,0.0,4.32545,0.06435,3.98807,True,no,single,False,Stable/Up,53.0,
04412188-ea3c-400a-9526-4185b5a8e4a9,kyberswap-fairflow,USDC-USD₮0,Arbitrum,101411,1.69134,0.08234,1.609,0.64963,0.24534,3.69219,False,yes,multi,False,Stable/Up,56.00000000000001,Univ4 Kyber FairFlow
2100ff1b-4ff8-4cf3-81e5-a6630931467c,usual-usd0,BUSD0,Arbitrum,100116,2.53876,,2.53876,3.23903,0.47278,8.65421,True,no,single,False,Stable/Up,57.99999999999999,
