pool,project,symbol,chain,tvlUsd,apy,apyBase,apyReward,apyMean30d,sigma,mu,stablecoin,ilRisk,exposure,outlier,prediction_class,prediction_prob_pct,poolMeta
4d967fdf-09f4-43ef-9429-653ec974e7ee,fluid-dex,SUSDE-USD₮0,Arbitrum,956772,0.05315,0.05315,,0.07568,0.02326,0.28469,False,yes,multi,False,Stable/Up,68.0,
016d7542-9b1a-4d58-bfe4-c9d81d1f5629,beefy,WBTC-USDC,Arbitrum,935332,66.96635,,,31.97753,2.2981,61.76132,False,yes,multi,True,Down,72.0,Uniswap
9383bed8-c5cd-4ca1-8692-a8447773a360,fluid-dex,USDAI-USDC,Arbitrum,931166,0.95001,0.95001,,0.65035,0.07173,0.58328,True,no,multi,False,Down,72.0,
841020d1-45aa-4203-b42e-379a053f3a8a,balancer-v3,AAVEGHO-USDT-USDC,Arbitrum,927639,2.288,2.288,0.0,3.5457,0.08866,3.56246,True,no,multi,False,Stable/Up,84.0,
9fb44210-2b23-4b7d-8f2f-aba82b93843e,uniswap-v3,WETH-USDC.E,Arbitrum,886345,20.84688,20.84688,,8.77131,1.12693,39.88944,False,yes,multi,True,Stable/Up,71.0,0.05%
f2b6c1ce-34e8-47c1-b782-e13fb6958017,camelot-v3,USDC-USDC,Arbitrum,870235,0.60524,0.60524,,0.63898,0.193,2.44899,True,no,multi,False,Stable/Up,60.0,
a978c15f-c41a-433b-b02f-3434256ba66f,uniswap-v3,PENDLE-WETH,Arbitrum,864206,27.67298,27.67298,,59.24167,1.6101,55.72346,False,yes,multi,True,Stable/Up,54.0,0.3%
f7f5606d-523f-4b37-951c-798840bff64f,fluid-lending,WSTETH,Arbitrum,857477,0.01,0.01,,0.00935,0.0012,0.0155,False,no,single,False,Stable/Up,77.0,
ee3be731-1b33-42b3-bf0b-6b7d1ee1ca0b,fluid-lending,WSTETH,Arbitrum,839096,0.01,0.01,,0.00935,0.00045,0.00718,False,no,single,False,Stable/Up,61.0,
415853f1-f2f2-427a-91ef-ed799930fed5,morpho-blue,WSTETH,Arbitrum,834438,0.0,,,0.0,0.0,0.0,False,no,single,False,,,
1f6280d9-fdca-4c6b-b657-88f85316f982,dolomite,UNI,Arbitrum,824456,0.02569,0.02569,,0.03028,0.00841,0.09996,False,no,single,False,Stable/Up,75.0,
8d58514b-1013-4fb0-8cd0-0f1147ed16f4,autofinance,USDC,Arbitrum,800237,7.94859,5.913,2.03559,7.56892,0.11908,8.65911,True,no,single,False,Stable/Up,67.0,arbUSD
6e642655-9c87-4d5b-8237-f45cfd42a920,compound-v3,WEETH,Arbitrum,797005,0.0,,,0.0,0.0,0.0,False,no,single,False,,,WETH-pool
cd7dd7fa-e34c-4cf0-af2b-6d13438f3852,uniswap-v3,WETH-LINK,Arbitrum,788183,6.14303,6.14303,,12.03086,1.21607,33.64227,False,yes,multi,True,Stable/Up,89.0,0.3%
dcc24c76-7101-4e54-9574-323b8f85d14b,aave-v3,AAVE,Arbitrum,787863,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
03c3a7fe-96e7-438a-98fb-950b438e6ffc,zerobase-cedefi,USDC,Arbitrum,786872,9.0,7.0,2.0,9.0,0.0,9.0,True,no,single,False,Down,51.0,
7e903803-b675-404a-aa2c-6b6025158e4c,morpho-blue,WETH,Arbitrum,783295,0.0,,,0.0,0.0,0.0,False,no,single,False,,,
12c58026-7208-4899-9f0c-dfc293513a3d,fluid-lending,WETH,Arbitrum,778535,0.38,0.38,,0.97055,0.05195,1.57573,False,no,single,False,Stable/Up,72.0,
210d0140-5491-4706-a432-c05186d27791,beefy,WAARBUSDCN-WAARBUSDT-WAARBGHO,Arbitrum,761720,2.3019,,,3.53807,0.21463,9.62337,True,no,multi,False,Stable/Up,90.0,Aura
bddc6092-e254-4aa9-a89c-9edd1408fa09,pendle,THBILL,Arbitrum,755873,12.57153,12.57153,,9.06683,0.13332,7.24686,False,no,single,False,Down,91.0,For LP | Maturity 18JUN2026
e706a34c-3811-467d-adf5-eb8d2a9c8587,pendle,THBILL,Arbitrum,755873,17.16711,17.16711,,13.79545,0.16618,8.42024,False,no,single,False,Down,82.0,For buying PT-thBILL-18JUN2026
d8e9838a-f710-4ac2-b002-1fe93ecb83ae,gmx-v2-perps,ETH-USDC,Arbitrum,749280,84.47483,84.47483,,111.81431,2.49534,40.81043,False,yes,multi,True,Down,73.0,
c531430b-4ad9-45a0-8f76-976d3964a77e,fluid-lending,ETH,Arbitrum,749038,0.38,0.38,,0.94828,0.05272,1.66397,False,no,single,False,Stable/Up,69.0,
b6410cd1-32b2-445a-a909-fe0e512806c7,morpho-blue,WSRUSD,Arbitrum,748629,0.0,,,0.0,0.0,0.0,True,no,single,False,,,
802bcae5-c68c-48dc-ae07-8674a998e28f,dolomite,GM,Arbitrum,744174,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
22a4a964-ea4c-4c5e-bdbf-c43342f61f3b,camelot-v3,PEAR-USDC,Arbitrum,743219,6.617,6.617,,7.35325,1.03805,16.99574,False,yes,multi,False,Stable/Up,75.0,
130ecca3-5a74-45d5-9a16-6b9500126f40,uniswap-v4,WBTC-USDT,Arbitrum,740054,16.26048,16.26048,,15.27831,0.65683,16.80599,False,yes,multi,False,Stable/Up,66.0,0.05%
a3f83882-20f8-4ba1-986f-045c79a1610a,gmx-v2-perps,ETH-USDC,Arbitrum,739967,1.41981,1.41981,,7.29676,0.35403,6.26751,False,yes,multi,False,Stable/Up,87.0,
763b3beb-83af-4f6b-aa1d-3cb5f328fa2f,uniswap-v4,ETH-DOT,Arbitrum,724038,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
4f3f9753-a071-4524-a564-35372a76c78d,curve-dex,USDC.E-USD₮0,Arbitrum,720684,0.44004,0.44,4e-05,0.33737,0.27196,2.23898,False,yes,multi,False,Stable/Up,56.99999999999999,
2ec84b50-59e5-49e6-ab12-41e99ed32a8c,uniswap-v3,WSTETH-WETH,Arbitrum,712567,0.5253,0.5253,,2.2917,0.20478,3.13528,False,no,multi,False,Stable/Up,68.0,0.01%
218505e7-996f-4a82-a845-6cf85734b00e,woofi-earn,USDC,Arbitrum,708963,2.64661,2.64661,0.0,2.47375,0.20058,9.57007,True,no,single,False,Stable/Up,90.0,SuperchargerV2
2e719733-9484-4fb8-b3c0-88f856400c7f,uniswap-v4,ETH-GMX,Arbitrum,702753,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.05%
ea24c06e-aac9-4ee8-9bf0-04f16535c632,uniswap-v3,WBTC-CBBTC,Arbitrum,696945,5.58255,5.58255,,7.58651,0.13033,0.5068,False,no,multi,False,Down,82.0,0.01%
ec6dffcd-9e62-4e8f-afae-ba998b7c4b69,uniswap-v3,UNISHOP.AI-USDT,Arbitrum,686941,0.01348,0.01348,,0.05073,0.9855,5.14115,False,yes,multi,False,Stable/Up,62.0,1%
646df9da-01ef-4da5-9746-acbf12f70cfa,morpho-blue,HYPERUSDCA,Arbitrum,677250,3.75133,3.75133,0.0,4.32826,0.0833,5.29951,True,no,single,False,Stable/Up,62.0,
41ef5890-d6f4-4c54-9c39-4505a7bac672,deltaprime,USDC,Arbitrum,666850,7.57258,7.57258,,8.28471,0.32808,13.45795,True,no,single,False,Stable/Up,81.0,
687ff491-127b-4064-90cf-df9f6e89f082,curve-dex,USDAI-USDC,Arbitrum,666572,0.45,0.45,0.0,0.36984,0.17889,1.71311,True,no,multi,False,Stable/Up,64.0,
7b943e70-931b-43e1-97be-a0b7bd623836,gmx-v2-perps,WBTC.B-USDC,Arbitrum,664998,67.53244,67.53244,,25.39306,0.53964,15.05326,False,yes,multi,False,Down,87.0,
b66bc273-8292-42f8-a4f6-212da9254423,morpho-blue,MCUSDC,Arbitrum,651919,0.0,0.0,0.0,0.0,0.04935,0.14614,True,no,single,False,,,
a76d04d8-402a-4fcd-b692-9208e91219c8,fluid-lending,WSTETH,Arbitrum,651250,0.01,0.01,,0.00935,0.0012,0.0155,False,no,single,False,Stable/Up,77.0,
abd14430-0463-4146-a90a-cb63e118750f,curve-dex,ALUSD-USDC,Arbitrum,633739,9.88636,0.0,9.88636,8.20809,0.41479,14.82393,True,no,multi,False,Stable/Up,72.0,
1550613c-d60c-4d78-b370-0a7ec8a24dc7,harmonix-finance,USDC,Arbitrum,630455,5.57516,5.57516,0.0,5.61076,0.39944,11.54937,True,no,single,False,Stable/Up,81.0,
188aa963-c6c4-45ec-bc13-db067cf33249,stake-dao,ALUSD-USDC,Arbitrum,628818,9.96951,0.06,9.90951,8.22753,0.23912,14.33803,True,no,multi,False,Stable/Up,75.0,Curve
429bbfd9-1496-4871-9406-b64f3d05f38d,curve-dex,USD₮0-WBTC-WETH,Arbitrum,612074,2.2,2.2,0.0,1.60044,0.80083,2.85907,False,yes,multi,False,Stable/Up,59.0,
91213fb6-1d6b-45de-b6a0-22747de02778,morpho-blue,KPK-USDC-YIELD,Arbitrum,610668,3.9678,3.9678,0.0,4.10279,0.09175,4.70709,False,yes,multi,False,Stable/Up,56.00000000000001,
56df9438-0e3a-460b-bce8-7671eb9402c5,beefy,TBTC-WBTC,Arbitrum,606529,0.33043,,,0.33455,0.20001,2.64123,False,no,multi,False,Stable/Up,65.0,Convex
14d11019-8d05-43b9-8ab9-f9baeb9e70fa,uniswap-v3,WBTC-WETH,Arbitrum,597428,4.82681,4.82681,,6.05054,0.61868,12.01324,False,yes,multi,False,Stable/Up,57.99999999999999,0.3%
e287090b-80e7-42d4-8b65-1e2701fa74a1,uniswap-v3,MCB-USDC,Arbitrum,595195,0.00307,0.00307,,0.60937,0.02283,0.02829,False,yes,multi,False,Stable/Up,57.99999999999999,0.3%
ce5e5dea-3782-4ce9-8f14-0222450116ae,allbridge-classic,USDC,Arbitrum,570097,0.04067,0.04067,,0.06039,0.00514,0.11942,True,no,single,False,Stable/Up,79.0,
0c795123-f6a0-412f-92e8-11fbb598ac08,yo-protocol,USDC,Arbitrum,568952,3.69729,3.69729,,4.13413,0.25467,11.68448,True,no,single,False,Stable/Up,83.0,yoUSD
86a2ee7d-14cb-4819-bf19-351119f5688c,gammaswap-open-interest,WETH-GS,Arbitrum,566716,0.63843,0.63843,,6.64045,0.58065,8.36681,False,yes,multi,False,Stable/Up,74.0,
975a981d-ef67-4855-ba14-f770a6714a2a,uniswap-v4,VSN-USDC,Arbitrum,562146,1.44419,1.44419,,3.42905,0.26378,4.38536,False,yes,multi,False,Stable/Up,77.0,0.35%
fbb6a8e9-35b5-441b-ab42-51c1a7c6d1a0,gmx-v2-perps,ETH-USDC,Arbitrum,558582,293.91967,293.91967,,121.71375,3.50595,55.62372,False,yes,multi,True,Down,97.0,
00af582b-810c-42a6-a4a6-b70bc580f050,wompie,VLMGP,Arbitrum,558309,0.06529,,0.06529,0.05785,0.23343,0.84633,False,no,single,False,Stable/Up,57.99999999999999,
233a8f7c-f640-4186-ada8-b75db0b01206,uniswap-v4,UXLINK-USDT,Arbitrum,554667,0.00053,0.00053,,0.00075,0.00022,0.00173,False,yes,multi,False,Stable/Up,65.0,4.80%
38e095d1-5ada-42d2-9b2f-ccd1a14e41cf,gmx-v2-perps,WBTC.B-USDC,Arbitrum,546587,4.96689,4.96689,,1.96626,0.06862,1.01725,False,yes,multi,False,Down,89.0,
4c14f7e7-d802-4bce-9d0f-ac1e3bed6360,beefy,WSTETH-WETH,Arbitrum,545911,0.30691,,,1.36734,0.17833,1.80878,False,no,multi,False,Stable/Up,59.0,Uniswap
ba852dba-2778-4b00-a8e5-5ea40b56270f,gains-network,WETH,Arbitrum,544490,2.01786,2.01786,,1.40815,0.15103,4.64752,False,no,single,False,Stable/Up,85.0,
f0e3e18f-fa0a-457e-b3d2-6ce74551c39e,uniswap-v3,WBTC-TBTC,Arbitrum,533804,1.09088,1.09088,,1.7035,0.04203,0.37634,False,no,multi,False,Down,77.0,0.05%
aa349c3b-28b2-494b-86f5-d54e0f0d07dd,dolomite,GMX,Arbitrum,518144,0.0,0.0,,0.0,0.15041,0.4005,False,no,single,False,,,
18f93685-c199-44e7-8e25-154781d0a575,uniswap-v3,PENDLE-USDT,Arbitrum,516221,97.84062,97.84062,,127.01167,1.98636,87.51055,False,yes,multi,True,Stable/Up,56.00000000000001,0.3%
00da8266-ff9e-416b-ab47-65f6d5829cbc,camelot-v2,WETH-TROVE,Arbitrum,512721,0.00403,0.00403,,0.02318,0.31945,0.88644,False,yes,multi,False,Stable/Up,54.0,
88b813f3-cab1-406d-a6e1-016c408de90b,gmx-v2-perps,UNI-USDC,Arbitrum,511258,5.67584,5.67584,,6.32849,0.64143,15.99718,False,yes,multi,False,Stable/Up,85.0,
f3fa942f-1867-4028-95ff-4eb76816cd07,gmx-v2-perps,ARB-USDC,Arbitrum,508359,14.39841,14.39841,,20.36456,0.46154,14.10367,False,yes,multi,False,Stable/Up,64.0,
34ccf582-38d6-41e1-9ff2-3cfcbc2888a2,uniswap-v3,ESP-USDC,Arbitrum,502638,3.15254,3.15254,,2.60494,0.09792,0.79298,False,yes,multi,False,Down,73.0,0.01%
fa4c63d8-e411-437a-80be-b09c603cfa7b,curve-dex,ALETH-WETH,Arbitrum,497793,12.07026,0.19,11.88026,8.68166,1.46317,21.88413,False,no,multi,False,Stable/Up,61.0,
4533981f-e0c5-4765-999a-69e24246716a,gmx-v2-perps,ETH-USDC,Arbitrum,490143,1.49779,1.49779,,5.45385,0.20413,5.37771,False,yes,multi,False,Stable/Up,79.0,
85d64616-0822-4749-b4ca-705f95e1834b,lazy-summer-protocol,TARFIUSDC,Arbitrum,488121,2.53626,2.53626,,2.55535,0.01847,2.61152,True,no,single,False,Stable/Up,61.0,TarFi USDC
9a972972-30f1-4bcc-b1f1-9a3d7117a01b,stake-dao,ALETH-WETH,Arbitrum,484535,11.98598,0.08,11.90598,8.6676,0.48856,12.12545,False,no,multi,False,Down,57.99999999999999,Curve
ec49cd0b-42a0-4933-9668-f9778305d34b,morpho-blue,SYRUPUSDC,Arbitrum,477145,0.0,,,0.0,0.0,0.0,True,no,single,False,,,
d3a86c35-11aa-4061-bf99-8a7347251f95,beefy,WBTC-WETH,Arbitrum,474313,1.2199,,,2.9127,0.99892,20.35532,False,yes,multi,False,Stable/Up,72.0,Uniswap
fc5dfdbf-b3e8-4cc7-86ec-45a5dbc2da7d,uniswap-v4,WBTC-EVA,Arbitrum,472578,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,1.00%
ea74173d-6493-4dde-aeb1-6997e8e557a3,uniswap-v4,WBTC-EVA,Arbitrum,470745,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
af6b6599-9cc0-407f-9826-0c78d802f334,compound-v3,WBTC,Arbitrum,454125,0.0,,,0.0,0.0,0.0,False,no,single,False,,,WETH-pool
420ad40c-2aab-4996-bb65-643d1ead3bfc,compound-v3,EZETH,Arbitrum,450947,0.0,,,0.0,0.0,0.0,False,no,single,False,,,WETH-pool
694c7731-fbbe-4a34-a100-fcc637296df0,lagoon,DACMLITSTRATEGY,Arbitrum,428442,10.42132,10.42132,,9.02988,0.19356,9.00019,False,no,single,False,Down,76.0,
c1ee2630-098d-4854-a814-364c655d1106,beefy,WBTC-USDT0,Arbitrum,428102,60.58919,,,38.81748,2.57969,68.2063,False,yes,multi,True,Stable/Up,52.0,Uniswap
1be7c7a6-17c0-4411-9a32-5722f8100cf4,uniswap-v3,ARB-USDC,Arbitrum,424910,1.0627,1.0627,,7.07875,0.09062,0.28242,False,yes,multi,False,Down,72.0,0.3%
6c01416d-af2d-4581-855a-0a6c9e5c281d,silo-v2,XUSD,Arbitrum,424119,6e-05,6e-05,,6e-05,1e-05,9e-05,True,no,single,False,Stable/Up,66.0,146
a51d982c-72ad-43b1-9cb2-0273c46655f3,camelot-v3,WETH-USDC,Arbitrum,417766,34.74196,34.74196,,19.30772,1.34285,43.71678,False,yes,multi,True,Stable/Up,57.99999999999999,
297ec375-6355-4387-b3a4-2ac7476d6a26,curve-llamalend,CRVUSD,Arbitrum,406234,6.32951,2.104,4.22551,6.63581,0.27649,9.30131,True,no,single,False,Stable/Up,74.0,WETH collateral
5e46e127-f39d-4ab1-b57b-f6de6c895772,camelot-v2,AIDOGE-WETH,Arbitrum,400906,0.1085,0.1085,,2.51611,0.90699,4.53662,False,yes,multi,False,Stable/Up,71.0,
9cb7fc60-9b7d-459e-8bf1-8f5189631cac,dolomite,PENDLE,Arbitrum,394707,0.296,0.296,,0.20865,0.02304,0.26547,False,no,single,False,Down,63.0,
77500885-c503-43d5-b84e-f057bebb96d8,curve-dex,CRVUSD-WBTC-WETH,Arbitrum,393251,1.01,1.01,0.0,1.20369,0.32565,5.53789,False,yes,multi,False,Stable/Up,77.0,
237745c8-9727-4948-b0ad-d43de85170c5,curve-llamalend,CRVUSD,Arbitrum,380962,4.43419,0.5238,3.91039,6.35587,0.2715,9.837,True,no,single,False,Stable/Up,78.0,WBTC collateral
57015496-e4d1-4a4a-b278-d49a5bf0a1d3,sushiswap-v3,WETH-USDC.E,Arbitrum,380825,15.10806,15.10806,,12.96666,0.44874,12.21878,False,yes,multi,False,Down,56.00000000000001,0.3%
bea4794d-e2ba-4186-9f6d-3cca014586c8,uniswap-v3,WBTC-UNISHOP.AI,Arbitrum,379917,0.00832,0.00832,,0.01746,0.00047,0.00252,False,yes,multi,False,Down,50.0,1%
9def06da-c8bd-4b6d-98ff-c3dab49e8c43,deltaprime,WBTC,Arbitrum,378579,1.40928,1.40928,,1.6378,0.3172,3.55959,False,no,single,False,Stable/Up,54.0,
f4696767-bb9b-47ff-bd5e-2a6c7fa49e3b,uniswap-v3,DOC-USDT,Arbitrum,377592,0.48084,0.48084,,0.47881,0.04758,0.38024,True,no,multi,False,Stable/Up,60.0,0.05%
293c038f-cf9a-4fc9-bd4b-1f6d5c328c81,gmx-v2-perps,WBTC.B-USDC,Arbitrum,377159,10.11489,10.11489,,34.62808,0.60605,8.02705,False,yes,multi,False,Down,69.0,
720f17a2-ea73-49f0-b7ee-7be3f471479b,hop-protocol,ETH,Arbitrum,374687,0.00213,0.00213,0.0,0.00213,0.22936,5.04788,False,no,single,False,Stable/Up,69.0,
32cf8182-1877-4429-abad-986af3f3ab46,beefy,WETH-USDC,Arbitrum,371532,17.26691,,,24.59507,2.10514,52.41801,False,yes,multi,True,Stable/Up,77.0,Uniswap
2b4ae96b-396e-4bf9-9594-bf0d4643ffce,uniswap-v4,VSN-USDC,Arbitrum,371197,1.17306,1.17306,,3.83296,0.28738,4.20809,False,yes,multi,False,Stable/Up,72.0,0.75%
be31e4e4-c68a-4c4d-94c9-8e7f7a6c1424,uniswap-v3,WBTC-RBTC,Arbitrum,370963,0.0,0.0,,0.40267,0.01153,0.04271,False,no,multi,False,,,0.05%
ac0ac088-59d5-488f-b5be-75a6a5381ac1,gmx-v2-perps,ETH-USDC,Arbitrum,366355,16.68409,16.68409,,3.11369,0.12718,2.84335,False,yes,multi,False,Down,90.0,
634de7f1-3fee-4f7b-84a7-49264375d5f2,pendle,WSTETH,Arbitrum,358156,2.64918,2.64918,,2.52351,0.03432,2.87309,False,no,single,False,Stable/Up,64.0,For LP | Maturity 25JUN2026
3dc97129-751e-4150-9b6f-34ab779ca0f2,pendle,WSTETH,Arbitrum,358156,2.58682,2.58682,,2.61619,0.00609,2.56082,False,no,single,False,Stable/Up,67.0,For buying PT-wstETH-25JUN2026
16d02052-eacb-43e3-bc46-076efa813fd1,uniswap-v4,ETH-EVA,Arbitrum,354797,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,1.00%
fe449b5c-b996-40ea-84f9-9e1f625a8979,uniswap-v3,WETH-RNG,Arbitrum,354065,0.0,0.0,,0.0,0.01035,0.02953,False,yes,multi,False,,,0.3%
e8a99e81-48b4-42f9-b677-583a69a7ae5f,dolomite,LINK,Arbitrum,350704,0.50061,0.50061,,0.55381,0.31191,3.81275,False,no,single,False,Stable/Up,72.0,
de82b0d2-cec7-444d-a502-ea014d338088,gmx-v2-perps,ETH-USDC,Arbitrum,348776,7.5232,7.5232,,2.92729,0.08379,2.41277,False,yes,multi,False,Down,86.0,
b8582b33-80e3-4250-a496-02936860669f,uniswap-v3,WETH-USDT,Arbitrum,348612,21.53205,21.53205,,25.62616,0.96701,22.10443,False,yes,multi,False,Down,64.0,0.3%
766b4c34-76b3-4a57-bbec-2c972ddf8b86,pendle,GUSDC,Arbitrum,343025,14.60591,14.60591,,7.51941,0.13486,7.08945,True,no,single,False,Down,91.0,For LP | Maturity 25JUN2026
78859dcd-63ab-4d0e-bef4-d5a7efef393d,pendle,GUSDC,Arbitrum,343025,10.08153,10.08153,,5.70202,0.05799,6.0967,True,no,single,False,Down,73.0,For buying PT-gUSDC-25JUN2026
b4be06c4-0c13-407d-aa67-7b552860af28,uniswap-v3,PGOLD-USDT,Arbitrum,339868,0.01405,0.01405,,0.00413,0.00682,0.03654,False,yes,multi,False,Stable/Up,66.0,0.3%
b64ffa22-1619-477a-9c98-87cb1d4bec37,camelot-v2,SECT-WETH,Arbitrum,332861,0.00053,0.00053,,0.00129,0.00587,0.03251,False,yes,multi,False,Stable/Up,59.0,
d62b868b-05c3-457b-a10d-af0bd5e82d96,gmx-v2-perps,ETH-USDC,Arbitrum,332009,11.11516,11.11516,,9.63695,0.50243,8.22614,False,yes,multi,False,Down,65.0,
664fd6e5-130a-446e-b039-84a804853c03,sushiswap-v3,WETH-USDC,Arbitrum,325394,44.33352,44.33352,,35.56961,1.12384,40.21403,False,yes,multi,True,Down,80.0,0.05%
20567137-ff2f-4038-b95b-2f54656126dd,beefy,TBTC-WBTC,Arbitrum,324802,0.16384,,,1.37725,0.14248,2.18811,False,no,multi,False,Stable/Up,70.0,Uniswap
8b0a8a57-e1b0-4d69-ab5d-d858de1d4170,morpho-blue,GTUSDCP,Arbitrum,321312,3.92341,3.92341,0.0,4.39264,0.05601,4.16681,True,no,single,False,Down,51.0,
d68f716b-d900-45f5-9ad7-1d84d3532937,uniswap-v3,ARC-WETH,Arbitrum,319818,0.0,0.0,,0.00706,0.70806,2.97464,False,yes,multi,False,,,0.3%
adc1a060-aa9b-416e-ad10-4b7d7100b42c,pendle,USDAI,Arbitrum,319662,2.59979,1.25778,1.34201,3.40835,0.15713,4.60016,True,no,single,False,Stable/Up,77.0,For LP | Maturity 15OCT2026
2785c8d0-348b-4e8f-904e-4b02819993b9,pendle,USDAI,Arbitrum,319662,6.80407,6.80407,,6.98162,0.03827,6.67289,True,no,single,False,Down,56.99999999999999,For buying PT-USDai-15OCT2026
85f878ab-9ae3-4524-afa5-f1356dfb361f,euler-v2,USDC,Arbitrum,318970,3.55373,3.55373,,3.66706,0.1511,5.09094,True,no,single,False,Stable/Up,79.0,EVK Vault eUSDC-2
d619dfa3-a756-4e16-beae-830d9c473989,gammaswap-open-interest,WETH-USDC,Arbitrum,316634,37.24935,37.24935,,8.01836,0.33957,6.97923,False,yes,multi,False,Down,88.0,
8a29868d-487b-4bdf-93f0-c65f5e89cbc7,gmx-v2-perps,TBTC-TBTC,Arbitrum,313824,0.00363,0.00363,,0.07309,0.54263,3.14706,False,no,multi,False,Stable/Up,54.0,
d5123cc8-ffce-4855-97f8-c471952bcd66,uniswap-v3,WEETH-WETH,Arbitrum,308606,0.00032,0.00032,,1.7324,0.59063,3.60328,False,no,multi,False,Stable/Up,52.0,0.3%
415084d5-948c-4a27-a596-3ed9319f8a24,uniswap-v3,CRV-WETH,Arbitrum,308389,29.86617,29.86617,,21.80044,1.75079,51.38247,False,yes,multi,True,Stable/Up,56.00000000000001,0.3%
b801f59c-2d64-4b3d-b3a2-fcebb5985a8e,gmx-v2-perps,ETH-USDC,Arbitrum,300638,19.86248,19.86248,,13.01793,0.37734,5.50399,False,yes,multi,False,Down,90.0,
16f1e582-6b2e-47f9-b31b-06d090194931,curve-dex,CRVUSD-USD₮0,Arbitrum,297335,3.5054,0.84,2.6654,2.62011,0.20023,6.23221,False,yes,multi,False,Stable/Up,81.0,
ad7f3f73-be25-4da6-84b6-4b2b6d80465b,beefy,WETH-ARB,Arbitrum,296777,50.90018,,,103.0312,2.67604,86.96432,False,yes,multi,True,Stable/Up,54.0,Uniswap
643e883f-6922-4c89-82c3-bf3ac260fe1f,compound-v3,USDC,Arbitrum,296159,1.44988,1.44988,0.0,1.95218,0.17056,5.02853,True,no,single,False,Stable/Up,79.0,
04ff70af-0ba7-4eee-8b85-b1e2fd630ea1,fluid-dex,FLUID-ETH,Arbitrum,294734,0.0,0.0,,0.0,0.53064,2.84167,False,yes,multi,False,,,
b64ea04a-3fba-4168-8b1c-e7427794415d,aave-v3,GHO,Arbitrum,293092,2.50441,2.50441,,5.05995,0.28879,6.038,True,no,single,False,Stable/Up,68.0,
0c311bfb-52c6-40bc-8581-1106c5ef0cb4,gamma,DPX-PLSDPX,Arbitrum,292833,0.0,0.0,0.0,0.0,0.34632,2.83295,False,yes,multi,False,,,
bfb0d48d-916e-4990-a56f-624879893c72,dolomite,GLV[WETH-USDC],Arbitrum,290568,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,
7e7d93cc-2a3c-4662-8e47-fc489e5d2aee,dolomite,GM,Arbitrum,285735,0.0,0.0,,0.0,0.0,0.0,False,no,single,False,,,
f86007ae-d118-4520-88f2-6d55e34f5634,uniswap-v4,UXLINK-USDC,Arbitrum,284572,0.0,0.0,,0.06618,0.03877,0.22323,False,yes,multi,False,,,11.90%
bbd7450a-bef9-451a-9509-36b86a622b86,stargate-v1,USDC,Arbitrum,284559,0.0,,0.0,0.0,0.0931,1.05198,True,no,single,False,,,
6bc0ba8d-4c5d-4d34-bd66-990692f75c3f,uniswap-v3,USDC-THBILL,Arbitrum,279737,8.19941,8.19941,,2.60151,0.06859,0.33461,False,yes,multi,False,Down,83.0,0.01%
9abbb5b6-c64f-4f17-ad4b-b78d0d0d197a,uniswap-v4,WBTC-USDT,Arbitrum,278453,7.42377,7.42377,,5.3619,0.37452,8.39404,False,yes,multi,False,Stable/Up,66.0,0.30%
f4df6981-c534-4075-88fa-7931b5d4e7b6,uniswap-v3,WNT-USDT,Arbitrum,276870,0.0,0.0,,0.00243,0.23091,2.8686,False,yes,multi,False,,,0.3%
6924c07a-e30c-4c63-ab84-baab60b8db36,beefy,WBTC-USDC,Arbitrum,276174,55.65966,,,36.10693,1.49678,47.50285,False,yes,multi,True,Down,57.99999999999999,Pancakeswap
359f75b6-4108-4b61-8282-f6a268ecff6c,fusion-by-ipor,USDC,Arbitrum,276075,2.0869,2.0869,0.0,4.67288,0.0858,3.02376,True,no,single,False,Stable/Up,70.0,IPOR USDC Prime
872bc9c7-5c79-479b-a654-e72b74e4c810,balancer-v2,WBTC-WETH-USDC,Arbitrum,274629,1.55614,1.55614,0.0,1.41754,0.30618,5.59684,False,yes,multi,False,Stable/Up,65.0,
8b4836aa-3ac9-4ff4-8b10-a0e7183360aa,uniswap-v4,ETH-WOO,Arbitrum,272616,0.0,0.0,,0.0,0.0,0.0,False,yes,multi,False,,,0.30%
b9fe70e8-c3e4-4776-a737-68f0f9eb9f9d,gmx-v2-perps,WBTC.B-USDC,Arbitrum,271058,10.28724,10.28724,,8.13152,0.323,8.75594,False,yes,multi,False,Stable/Up,56.00000000000001,
e71a0cb7-4f13-4b95-b144-19943935c2ec,gmx-v2-perps,BNB-USDC,Arbitrum,268073,0.48848,0.48848,,1.30949,0.67088,13.15748,False,yes,multi,False,Stable/Up,77.0,
75036ee6-7282-49d4-877d-183cfd89b6c0,uniswap-v4,OTM-USDT,Arbitrum,267156,0.0,0.0,,2.45074,0.39241,4.7191,False,yes,multi,False,,,4.99%
